vdrain,idrain,idrain-fit,errors,vbulk,vgate,vsource
-1.62,2.038e-05,2.1801607e-05,0.0697550049067713,0.0,-1.48,0.0
-1.63,2.045e-05,2.1874695e-05,0.06966723716381418,0.0,-1.48,0.0
-1.64,2.042e-05,2.1947787e-05,0.07481816846229188,0.0,-1.48,0.0
-1.65,2.046e-05,2.2020883e-05,0.07628949169110463,0.0,-1.48,0.0
-1.66,2.042e-05,2.2093983e-05,0.08197761998041127,0.0,-1.48,0.0
-1.67,2.049e-05,2.2167088e-05,0.08184909712054671,0.0,-1.48,0.0
-1.68,2.044e-05,2.2240196e-05,0.0880722113502935,0.0,-1.48,0.0
-1.69,2.056e-05,2.2313308e-05,0.08527762645914401,0.0,-1.48,0.0
-1.7,2.061e-05,2.2386424e-05,0.08619233381853458,0.0,-1.48,0.0
-1.71,2.065e-05,2.2459544e-05,0.08762924939467315,0.0,-1.48,0.0
-1.72,2.066e-05,2.2532668e-05,0.09064220716360129,0.0,-1.48,0.0
-1.73,2.065e-05,2.2605795e-05,0.094711622276029,0.0,-1.48,0.0
-1.74,2.066e-05,2.2678926e-05,0.09772149080348498,0.0,-1.48,0.0
-1.75,2.074e-05,2.2752061e-05,0.09701354869816765,0.0,-1.48,0.0
-1.76,2.069e-05,2.28252e-05,0.10319961333977765,0.0,-1.48,0.0
-1.77,2.073e-05,2.2898341e-05,0.10459917993246501,0.0,-1.48,0.0
-1.78,2.087e-05,2.2971487e-05,0.1006941542884524,0.0,-1.48,0.0
-1.79,2.082e-05,2.3044636e-05,0.10685091258405383,0.0,-1.48,0.0
-1.8,2.092e-05,2.3117788e-05,0.10505678776290639,0.0,-1.48,0.0
-1.81,2.086e-05,2.3190944e-05,0.11174228187919456,0.0,-1.48,0.0
-1.82,2.086e-05,2.3264103e-05,0.11524942473633754,0.0,-1.48,0.0
-1.83,2.095e-05,2.3337265e-05,0.1139505966587111,0.0,-1.48,0.0
-1.84,2.093e-05,2.3410431e-05,0.11851079789775436,0.0,-1.48,0.0
-1.85,2.097e-05,2.34836e-05,0.11986647591797801,0.0,-1.48,0.0
